mode,frame,raw_detections,kept_detections,latency_ms
CUDA,198,88,34,26.9623
CUDA,199,88,34,26.8343
CUDA,200,88,34,26.5075
CUDA,201,88,34,27.1759
CUDA,202,88,34,26.6708
CUDA,203,88,34,26.7948
CUDA,204,88,34,27.0415
CUDA,205,88,34,26.9206
CUDA,206,88,34,26.7713
CUDA,207,88,34,26.6480
CUDA,208,88,34,26.6677
CUDA,209,88,34,26.9306
CUDA,210,88,34,27.1374
CUDA,211,88,34,27.5676
CUDA,212,88,34,27.1680
CUDA,213,88,34,26.7108
CUDA,214,88,34,26.9073
CUDA,215,88,34,26.8438
CUDA,216,88,34,27.1412
CUDA,217,88,34,26.6814
CUDA,218,88,34,26.5722
CUDA,219,88,34,26.6934
CUDA,220,88,34,26.6136
CUDA,221,88,34,26.5357
CUDA,222,88,34,26.7182
CUDA,223,88,34,26.5199
CUDA,224,88,34,26.4833
CUDA,225,88,34,27.1174
CUDA,226,88,34,26.6925
CUDA,227,88,34,27.1922
CUDA,228,88,34,26.6688
CUDA,229,88,34,26.7839
CUDA,230,88,34,27.0658
CUDA,231,88,34,27.4745
CUDA,232,88,34,26.4949
CUDA,233,88,34,26.5670
CUDA,234,88,34,26.8963
CUDA,235,88,34,27.1821
CUDA,236,88,34,26.5647
CUDA,237,88,34,26.7112
CUDA,238,88,34,27.4267
CUDA,239,88,34,26.7082
CUDA,240,88,34,26.8322
CUDA,241,88,34,26.8031
CUDA,242,88,34,28.0217
CUDA,243,88,34,26.6118
CUDA,244,88,34,26.9705
CUDA,245,88,34,27.0327
CUDA,246,88,34,26.3998
CUDA,247,88,34,26.7291
CUDA,248,88,34,26.5086
CUDA,249,88,34,26.9966
CUDA,250,88,34,26.5211
CUDA,251,88,34,26.7673
CUDA,252,88,34,27.8515
CUDA,253,88,34,27.4082
CUDA,254,88,34,26.5712
CUDA,255,88,34,27.1727
CUDA,256,88,34,27.4832
CUDA,257,88,34,26.5261
CUDA,258,88,34,26.8745
CUDA,259,88,34,26.7835
CUDA,260,88,34,26.9261
CUDA,261,88,34,26.9039
CUDA,262,88,34,27.3111
CUDA,263,88,34,29.5886
CUDA,264,88,34,26.3257
CUDA,265,88,34,27.0579
CUDA,266,88,34,26.4246
